,fname,label,aso_id,manually_verified,noisy_small
12252,386668.wav,Wind,/m/03m9d0z,0,0
12253,37339.wav,Rain,/m/06mb1,0,0
12254,42749.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12255,426206.wav,Fire,/m/02_41,1,0
12256,137443.wav,Hi-hat,/m/03qtq,0,0
12257,253242.wav,Piano,/m/05r5c,0,0
12258,337537.wav,Wind,/m/03m9d0z,0,0
12259,173481.wav,Wind,/m/03m9d0z,0,0
12260,417172.wav,Clapping,/m/0l15bq,0,0
12261,186937.wav,Engine,/m/02mk9,0,0
12262,402011.wav,Fireworks,/m/0g6b5,0,0
12263,71963.wav,Rain,/m/06mb1,0,0
12264,383441.wav,Slam,/m/07rjzl8,0,0
12265,276978.wav,Clapping,/m/0l15bq,0,0
12266,221679.wav,Tearing,/m/07qcx4z,1,0
12267,252370.wav,Piano,/m/05r5c,0,0
12268,117304.wav,Rain,/m/06mb1,0,0
12269,115254.wav,Rain,/m/06mb1,1,0
12270,210537.wav,Slam,/m/07rjzl8,0,0
12271,425529.wav,Engine,/m/02mk9,0,0
12272,64928.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12273,199446.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12274,194950.wav,Engine,/m/02mk9,1,0
12275,170099.wav,Engine,/m/02mk9,0,0
12276,20132.wav,Glass,/m/039jq,0,0
12277,321785.wav,Fireworks,/m/0g6b5,0,0
12278,270069.wav,Crash_cymbal,/m/0bm0k,0,0
12279,163015.wav,Bass_guitar,/m/018vs,0,0
12280,8589.wav,Acoustic_guitar,/m/042v_gx,1,0
12281,211554.wav,Clapping,/m/0l15bq,0,0
12282,17515.wav,Fire,/m/02_41,0,0
12283,100312.wav,Fart,/m/02_nn,0,0
12284,152832.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12285,318557.wav,Writing,/m/081rb,0,0
12286,255615.wav,Glass,/m/039jq,0,1
12287,43029.wav,Wind,/m/03m9d0z,0,0
12288,134867.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12289,161587.wav,Clapping,/m/0l15bq,0,0
12290,93155.wav,Crash_cymbal,/m/0bm0k,0,0
12291,420314.wav,Wind,/m/03m9d0z,0,0
12292,183764.wav,Acoustic_guitar,/m/042v_gx,1,0
12293,152040.wav,Crash_cymbal,/m/0bm0k,0,0
12294,346023.wav,Crash_cymbal,/m/0bm0k,0,0
12295,89865.wav,Glass,/m/039jq,0,0
12296,240265.wav,Fire,/m/02_41,0,0
12297,244824.wav,Crash_cymbal,/m/0bm0k,0,0
12298,398406.wav,Tearing,/m/07qcx4z,0,0
12299,203624.wav,Hi-hat,/m/03qtq,0,0
12300,66023.wav,Fart,/m/02_nn,0,0
12301,61415.wav,Fart,/m/02_nn,0,1
12302,347549.wav,Wind,/m/03m9d0z,0,0
12303,349351.wav,Squeak,/m/07q6cd_,0,0
12304,77290.wav,Hi-hat,/m/03qtq,0,0
12305,237411.wav,Wind,/m/03m9d0z,0,0
12306,421022.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12307,431036.wav,Piano,/m/05r5c,0,1
12308,331447.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12309,13827.wav,Crash_cymbal,/m/0bm0k,0,0
12310,110822.wav,Acoustic_guitar,/m/042v_gx,0,0
12311,138709.wav,Hi-hat,/m/03qtq,0,0
12312,137459.wav,Hi-hat,/m/03qtq,1,0
12313,211933.wav,Slam,/m/07rjzl8,1,0
12314,239819.wav,Bass_guitar,/m/018vs,0,0
12315,263081.wav,Rain,/m/06mb1,0,0
12316,104966.wav,Squeak,/m/07q6cd_,0,0
12317,182898.wav,Wind,/m/03m9d0z,1,0
12318,44296.wav,Engine,/m/02mk9,0,1
12319,47325.wav,Coin_(dropping),/m/0242l,0,0
12320,131785.wav,Clapping,/m/0l15bq,0,0
12321,363684.wav,Piano,/m/05r5c,0,0
12322,137645.wav,Hi-hat,/m/03qtq,0,0
12323,317129.wav,Wind,/m/03m9d0z,0,0
12324,68900.wav,Tearing,/m/07qcx4z,1,0
12325,185042.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12326,350165.wav,Piano,/m/05r5c,0,0
12327,148103.wav,Glass,/m/039jq,0,0
12328,277129.wav,Piano,/m/05r5c,0,0
12329,33941.wav,Clapping,/m/0l15bq,0,0
12330,107854.wav,Bass_guitar,/m/018vs,0,1
12331,160774.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12332,334516.wav,Fire,/m/02_41,0,0
12333,58100.wav,Acoustic_guitar,/m/042v_gx,0,0
12334,25038.wav,Clapping,/m/0l15bq,0,0
12335,242230.wav,Clapping,/m/0l15bq,0,0
12336,239906.wav,Clapping,/m/0l15bq,0,0
12337,136377.wav,Hi-hat,/m/03qtq,0,0
12338,202667.wav,Engine,/m/02mk9,0,0
12339,188517.wav,Glass,/m/039jq,0,0
12340,329516.wav,Slam,/m/07rjzl8,0,0
12341,250512.wav,Slam,/m/07rjzl8,0,0
12342,434316.wav,Engine,/m/02mk9,0,0
12343,347319.wav,Tearing,/m/07qcx4z,0,0
12344,197236.wav,Clapping,/m/0l15bq,0,0
12345,118049.wav,Tearing,/m/07qcx4z,0,0
12346,251492.wav,Clapping,/m/0l15bq,0,0
12347,16935.wav,Fire,/m/02_41,0,0
12348,270179.wav,Crash_cymbal,/m/0bm0k,0,0
12349,232553.wav,Slam,/m/07rjzl8,0,0
12350,239861.wav,Bass_guitar,/m/018vs,1,0
12351,268365.wav,Engine,/m/02mk9,0,0
12352,276473.wav,Squeak,/m/07q6cd_,0,0
12353,337763.wav,Bass_guitar,/m/018vs,0,0
12354,367765.wav,Glass,/m/039jq,0,0
12355,218467.wav,Coin_(dropping),/m/0242l,0,0
12356,201448.wav,Bass_guitar,/m/018vs,0,0
12357,232240.wav,Squeak,/m/07q6cd_,0,1
12358,83964.wav,Rain,/m/06mb1,0,0
12359,22665.wav,Rain,/m/06mb1,0,0
12360,72172.wav,Fart,/m/02_nn,0,1
12361,407013.wav,Wind,/m/03m9d0z,0,0
12362,411477.wav,Fireworks,/m/0g6b5,0,0
12363,265361.wav,Fire,/m/02_41,0,0
12364,212240.wav,Clapping,/m/0l15bq,0,0
12365,126041.wav,Slam,/m/07rjzl8,0,0
12366,62937.wav,Glass,/m/039jq,0,0
12367,127162.wav,Piano,/m/05r5c,0,0
12368,62289.wav,Fart,/m/02_nn,0,0
12369,427738.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12370,22654.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12371,196929.wav,Piano,/m/05r5c,0,0
12372,136387.wav,Glass,/m/039jq,0,1
12373,403536.wav,Slam,/m/07rjzl8,0,0
12374,89375.wav,Tearing,/m/07qcx4z,0,0
12375,350211.wav,Piano,/m/05r5c,0,0
12376,58101.wav,Acoustic_guitar,/m/042v_gx,0,0
12377,209943.wav,Bass_guitar,/m/018vs,0,0
12378,276177.wav,Coin_(dropping),/m/0242l,1,0
12379,208531.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12380,337606.wav,Crash_cymbal,/m/0bm0k,0,0
12381,190698.wav,Fireworks,/m/0g6b5,0,0
12382,409150.wav,Tearing,/m/07qcx4z,0,0
12383,182962.wav,Acoustic_guitar,/m/042v_gx,0,0
12384,89804.wav,Glass,/m/039jq,0,0
12385,273397.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12386,49328.wav,Engine,/m/02mk9,0,0
12387,347886.wav,Squeak,/m/07q6cd_,0,1
12388,258268.wav,Bass_guitar,/m/018vs,0,0
12389,210307.wav,Fire,/m/02_41,0,0
12390,429234.wav,Glass,/m/039jq,0,0
12391,239799.wav,Bass_guitar,/m/018vs,0,0
12392,138989.wav,Clapping,/m/0l15bq,0,0
12393,30936.wav,Rain,/m/06mb1,0,0
12394,237730.wav,Wind,/m/03m9d0z,0,0
12395,30670.wav,Bass_guitar,/m/018vs,0,0
12396,381394.wav,Acoustic_guitar,/m/042v_gx,0,0
12397,162523.wav,Engine,/m/02mk9,1,0
12398,323002.wav,Glass,/m/039jq,0,0
12399,68647.wav,Fart,/m/02_nn,0,0
12400,115920.wav,Clapping,/m/0l15bq,0,0
12401,176363.wav,Clapping,/m/0l15bq,0,0
12402,80123.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12403,335507.wav,Writing,/m/081rb,0,1
12404,186122.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12405,382486.wav,Piano,/m/05r5c,0,0
12406,18331.wav,Piano,/m/05r5c,0,0
12407,185105.wav,Wind,/m/03m9d0z,0,0
12408,127335.wav,Piano,/m/05r5c,0,1
12409,68933.wav,Squeak,/m/07q6cd_,0,0
12410,99770.wav,Rain,/m/06mb1,0,0
12411,276135.wav,Coin_(dropping),/m/0242l,1,0
12412,160146.wav,Clapping,/m/0l15bq,0,0
12413,62471.wav,Wind,/m/03m9d0z,0,0
12414,372491.wav,Acoustic_guitar,/m/042v_gx,0,0
12415,212812.wav,Rain,/m/06mb1,0,0
12416,210301.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12417,350016.wav,Piano,/m/05r5c,0,0
12418,26649.wav,Hi-hat,/m/03qtq,0,0
12419,430007.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12420,140371.wav,Coin_(dropping),/m/0242l,1,0
12421,265627.wav,Wind,/m/03m9d0z,0,0
12422,379912.wav,Slam,/m/07rjzl8,0,0
12423,428359.wav,Piano,/m/05r5c,0,0
12424,251051.wav,Acoustic_guitar,/m/042v_gx,0,0
12425,402938.wav,Writing,/m/081rb,0,0
12426,267015.wav,Squeak,/m/07q6cd_,0,0
12427,112651.wav,Glass,/m/039jq,0,0
12428,37350.wav,Rain,/m/06mb1,0,0
12429,88873.wav,Glass,/m/039jq,0,0
12430,182124.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12431,376649.wav,Slam,/m/07rjzl8,0,0
12432,321290.wav,Glass,/m/039jq,0,0
12433,277107.wav,Piano,/m/05r5c,0,0
12434,99099.wav,Piano,/m/05r5c,0,1
12435,22689.wav,Engine,/m/02mk9,0,0
12436,78085.wav,Engine,/m/02mk9,0,0
12437,346176.wav,Tearing,/m/07qcx4z,0,0
12438,382432.wav,Piano,/m/05r5c,0,0
12439,390342.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12440,210586.wav,Glass,/m/039jq,0,0
12441,361191.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12442,136481.wav,Crash_cymbal,/m/0bm0k,0,0
12443,339116.wav,Crash_cymbal,/m/0bm0k,0,0
12444,164948.wav,Engine,/m/02mk9,0,0
12445,93656.wav,Wind,/m/03m9d0z,0,0
12446,214847.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12447,239692.wav,Bass_guitar,/m/018vs,1,0
12448,257016.wav,Writing,/m/081rb,0,0
12449,241119.wav,Slam,/m/07rjzl8,0,0
12450,173560.wav,Glass,/m/039jq,1,0
12451,137663.wav,Hi-hat,/m/03qtq,0,0
12452,189879.wav,Engine,/m/02mk9,0,0
12453,50948.wav,Hi-hat,/m/03qtq,0,1
12454,409788.wav,Writing,/m/081rb,0,0
12455,88995.wav,Fart,/m/02_nn,0,0
12456,14097.wav,Engine,/m/02mk9,0,0
12457,63257.wav,Fire,/m/02_41,0,0
12458,138713.wav,Hi-hat,/m/03qtq,0,0
12459,315623.wav,Crash_cymbal,/m/0bm0k,0,0
12460,85807.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12461,95508.wav,Bass_guitar,/m/018vs,0,0
12462,382547.wav,Piano,/m/05r5c,1,0
12463,80387.wav,Fart,/m/02_nn,0,0
12464,353381.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12465,88832.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12466,336474.wav,Coin_(dropping),/m/0242l,0,0
12467,251119.wav,Acoustic_guitar,/m/042v_gx,0,1
12468,253841.wav,Fart,/m/02_nn,0,0
12469,262325.wav,Squeak,/m/07q6cd_,0,0
12470,340891.wav,Fire,/m/02_41,0,0
12471,92862.wav,Fart,/m/02_nn,0,0
12472,251071.wav,Acoustic_guitar,/m/042v_gx,0,0
12473,325286.wav,Hi-hat,/m/03qtq,0,0
12474,197459.wav,Squeak,/m/07q6cd_,0,0
12475,431091.wav,Piano,/m/05r5c,0,0
12476,74214.wav,Wind,/m/03m9d0z,0,0
12477,144966.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12478,58759.wav,Bass_guitar,/m/018vs,0,0
12479,140518.wav,Hi-hat,/m/03qtq,0,0
12480,257906.wav,Slam,/m/07rjzl8,0,0
12481,382404.wav,Piano,/m/05r5c,0,0
12482,397702.wav,Fire,/m/02_41,0,0
12483,434252.wav,Fireworks,/m/0g6b5,0,0
12484,29701.wav,Piano,/m/05r5c,0,0
12485,161750.wav,Crash_cymbal,/m/0bm0k,0,0
12486,349964.wav,Piano,/m/05r5c,0,0
12487,253239.wav,Piano,/m/05r5c,0,0
12488,17359.wav,Fire,/m/02_41,0,0
12489,93144.wav,Crash_cymbal,/m/0bm0k,0,0
12490,18048.wav,Slam,/m/07rjzl8,0,0
12491,49057.wav,Hi-hat,/m/03qtq,0,0
12492,25767.wav,Bass_guitar,/m/018vs,0,0
12493,239860.wav,Bass_guitar,/m/018vs,1,0
12494,89275.wav,Bass_guitar,/m/018vs,0,0
12495,429149.wav,Clapping,/m/0l15bq,0,0
12496,274094.wav,Slam,/m/07rjzl8,0,0
12497,38873.wav,Walk_or_footsteps,/m/07pbtc8,1,0
12498,34597.wav,Squeak,/m/07q6cd_,0,0
12499,365219.wav,Engine,/m/02mk9,0,0
12500,434280.wav,Fireworks,/m/0g6b5,0,0
12501,109733.wav,Fireworks,/m/0g6b5,0,0
12502,250725.wav,Wind,/m/03m9d0z,0,0
12503,250650.wav,Coin_(dropping),/m/0242l,0,0
12504,413410.wav,Engine,/m/02mk9,0,0
12505,169553.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12506,177290.wav,Fire,/m/02_41,0,0
12507,135452.wav,Crash_cymbal,/m/0bm0k,0,1
12508,88875.wav,Glass,/m/039jq,0,0
12509,264143.wav,Squeak,/m/07q6cd_,1,0
12510,427575.wav,Piano,/m/05r5c,0,0
12511,110044.wav,Fart,/m/02_nn,0,0
12512,418847.wav,Slam,/m/07rjzl8,0,0
12513,270242.wav,Squeak,/m/07q6cd_,0,0
12514,30341.wav,Rain,/m/06mb1,1,0
12515,37225.wav,Coin_(dropping),/m/0242l,0,0
12516,44366.wav,Acoustic_guitar,/m/042v_gx,0,0
12517,27479.wav,Clapping,/m/0l15bq,0,0
12518,152781.wav,Walk_or_footsteps,/m/07pbtc8,1,0
12519,316847.wav,Fire,/m/02_41,0,0
12520,163384.wav,Fart,/m/02_nn,0,0
12521,367473.wav,Slam,/m/07rjzl8,0,0
12522,141186.wav,Acoustic_guitar,/m/042v_gx,0,0
12523,153231.wav,Slam,/m/07rjzl8,0,0
12524,58080.wav,Acoustic_guitar,/m/042v_gx,0,1
12525,423336.wav,Coin_(dropping),/m/0242l,0,0
12526,319700.wav,Wind,/m/03m9d0z,0,0
12527,82747.wav,Bass_guitar,/m/018vs,0,1
12528,170824.wav,Fire,/m/02_41,0,0
12529,77720.wav,Engine,/m/02mk9,0,0
12530,36279.wav,Bass_guitar,/m/018vs,0,0
12531,196729.wav,Crash_cymbal,/m/0bm0k,0,0
12532,266878.wav,Clapping,/m/0l15bq,0,0
12533,235482.wav,Coin_(dropping),/m/0242l,0,0
12534,389433.wav,Fire,/m/02_41,0,0
12535,417500.wav,Dishes_and_pots_and_pans,/m/04brg2,0,1
12536,79260.wav,Clapping,/m/0l15bq,0,0
12537,159088.wav,Tearing,/m/07qcx4z,0,0
12538,93663.wav,Wind,/m/03m9d0z,0,0
12539,39197.wav,Piano,/m/05r5c,0,0
12540,70701.wav,Piano,/m/05r5c,0,0
12541,222265.wav,Crash_cymbal,/m/0bm0k,0,0
12542,183790.wav,Acoustic_guitar,/m/042v_gx,0,0
12543,137165.wav,Writing,/m/081rb,0,0
12544,413362.wav,Bass_guitar,/m/018vs,0,0
12545,50383.wav,Piano,/m/05r5c,0,0
12546,400333.wav,Piano,/m/05r5c,0,0
12547,136066.wav,Crash_cymbal,/m/0bm0k,0,1
12548,172176.wav,Hi-hat,/m/03qtq,0,0
12549,36820.wav,Slam,/m/07rjzl8,0,0
12550,186025.wav,Fart,/m/02_nn,0,0
12551,239780.wav,Bass_guitar,/m/018vs,1,0
12552,59014.wav,Slam,/m/07rjzl8,0,0
12553,54311.wav,Bass_guitar,/m/018vs,0,0
12554,264443.wav,Slam,/m/07rjzl8,0,0
12555,218270.wav,Engine,/m/02mk9,0,0
12556,58588.wav,Hi-hat,/m/03qtq,0,0
12557,321842.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12558,250789.wav,Glass,/m/039jq,0,0
12559,145513.wav,Glass,/m/039jq,1,0
12560,388199.wav,Fireworks,/m/0g6b5,0,0
12561,340470.wav,Crash_cymbal,/m/0bm0k,0,0
12562,349808.wav,Fireworks,/m/0g6b5,0,0
12563,207362.wav,Fire,/m/02_41,0,0
12564,86230.wav,Slam,/m/07rjzl8,0,0
12565,431626.wav,Fart,/m/02_nn,0,0
12566,354025.wav,Wind,/m/03m9d0z,0,0
12567,332297.wav,Glass,/m/039jq,0,0
12568,137647.wav,Hi-hat,/m/03qtq,0,0
12569,176357.wav,Clapping,/m/0l15bq,0,0
12570,162865.wav,Glass,/m/039jq,0,0
12571,40696.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12572,135629.wav,Glass,/m/039jq,0,0
12573,111111.wav,Tearing,/m/07qcx4z,0,0
12574,420319.wav,Wind,/m/03m9d0z,0,0
12575,198674.wav,Engine,/m/02mk9,0,0
12576,138846.wav,Hi-hat,/m/03qtq,1,0
12577,432033.wav,Piano,/m/05r5c,0,0
12578,218064.wav,Clapping,/m/0l15bq,0,0
12579,70160.wav,Engine,/m/02mk9,1,0
12580,370305.wav,Slam,/m/07rjzl8,0,0
12581,6298.wav,Bass_guitar,/m/018vs,0,0
12582,82057.wav,Wind,/m/03m9d0z,0,0
12583,37343.wav,Rain,/m/06mb1,0,1
12584,430523.wav,Fire,/m/02_41,0,0
12585,361709.wav,Clapping,/m/0l15bq,0,0
12586,207523.wav,Coin_(dropping),/m/0242l,1,0
12587,42173.wav,Fart,/m/02_nn,0,0
12588,47139.wav,Coin_(dropping),/m/0242l,0,0
12589,360729.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12590,255663.wav,Glass,/m/039jq,0,0
12591,94811.wav,Piano,/m/05r5c,0,0
12592,323422.wav,Glass,/m/039jq,0,0
12593,135951.wav,Crash_cymbal,/m/0bm0k,1,0
12594,424335.wav,Engine,/m/02mk9,0,0
12595,162937.wav,Bass_guitar,/m/018vs,1,0
12596,15837.wav,Fart,/m/02_nn,0,0
12597,412258.wav,Writing,/m/081rb,0,0
12598,223611.wav,Fire,/m/02_41,0,0
12599,405759.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12600,277373.wav,Bass_guitar,/m/018vs,0,0
12601,272543.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12602,267291.wav,Glass,/m/039jq,0,0
12603,266566.wav,Crash_cymbal,/m/0bm0k,0,0
12604,352965.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12605,422863.wav,Wind,/m/03m9d0z,1,0
12606,61427.wav,Fart,/m/02_nn,0,0
12607,140676.wav,Crash_cymbal,/m/0bm0k,1,0
12608,86357.wav,Rain,/m/06mb1,0,0
12609,89815.wav,Glass,/m/039jq,0,0
12610,137671.wav,Hi-hat,/m/03qtq,1,0
12611,382496.wav,Piano,/m/05r5c,0,0
12612,144906.wav,Fire,/m/02_41,0,0
12613,276235.wav,Coin_(dropping),/m/0242l,0,0
12614,135702.wav,Coin_(dropping),/m/0242l,0,0
12615,422178.wav,Engine,/m/02mk9,0,0
12616,177878.wav,Slam,/m/07rjzl8,1,0
12617,349988.wav,Piano,/m/05r5c,0,0
12618,336314.wav,Rain,/m/06mb1,0,0
12619,417702.wav,Glass,/m/039jq,0,0
12620,429678.wav,Glass,/m/039jq,0,0
12621,3468.wav,Acoustic_guitar,/m/042v_gx,0,0
12622,369509.wav,Slam,/m/07rjzl8,0,0
12623,324048.wav,Wind,/m/03m9d0z,0,0
12624,47457.wav,Clapping,/m/0l15bq,0,0
12625,118019.wav,Crash_cymbal,/m/0bm0k,0,0
12626,138731.wav,Hi-hat,/m/03qtq,1,0
12627,183763.wav,Acoustic_guitar,/m/042v_gx,0,0
12628,246060.wav,Writing,/m/081rb,0,0
12629,155973.wav,Tearing,/m/07qcx4z,0,0
12630,138725.wav,Hi-hat,/m/03qtq,0,0
12631,274309.wav,Fire,/m/02_41,0,0
12632,423822.wav,Slam,/m/07rjzl8,0,0
12633,171696.wav,Coin_(dropping),/m/0242l,0,1
12634,104082.wav,Wind,/m/03m9d0z,0,0
12635,400507.wav,Slam,/m/07rjzl8,0,0
12636,186737.wav,Slam,/m/07rjzl8,0,0
12637,155821.wav,Dishes_and_pots_and_pans,/m/04brg2,0,1
12638,416884.wav,Slam,/m/07rjzl8,0,0
12639,183064.wav,Acoustic_guitar,/m/042v_gx,0,0
12640,276328.wav,Tearing,/m/07qcx4z,0,0
12641,135948.wav,Crash_cymbal,/m/0bm0k,0,0
12642,45665.wav,Crash_cymbal,/m/0bm0k,0,0
12643,273101.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12644,432436.wav,Fire,/m/02_41,0,0
12645,9691.wav,Bass_guitar,/m/018vs,0,0
12646,432167.wav,Slam,/m/07rjzl8,0,0
12647,238250.wav,Tearing,/m/07qcx4z,0,0
12648,182930.wav,Acoustic_guitar,/m/042v_gx,0,0
12649,233245.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12650,110040.wav,Fart,/m/02_nn,0,0
12651,138820.wav,Hi-hat,/m/03qtq,1,0
12652,100333.wav,Fart,/m/02_nn,0,0
12653,276173.wav,Coin_(dropping),/m/0242l,1,0
12654,268462.wav,Engine,/m/02mk9,0,0
12655,346242.wav,Wind,/m/03m9d0z,0,0
12656,7402.wav,Bass_guitar,/m/018vs,0,0
12657,92605.wav,Dishes_and_pots_and_pans,/m/04brg2,0,0
12658,201649.wav,Bass_guitar,/m/018vs,0,0
12659,340803.wav,Glass,/m/039jq,0,0
12660,10487.wav,Crash_cymbal,/m/0bm0k,0,0
12661,340724.wav,Engine,/m/02mk9,1,0
12662,198650.wav,Engine,/m/02mk9,0,0
12663,353792.wav,Squeak,/m/07q6cd_,0,0
12664,434410.wav,Fireworks,/m/0g6b5,0,0
12665,83251.wav,Bass_guitar,/m/018vs,0,0
12666,342617.wav,Slam,/m/07rjzl8,0,0
12667,88996.wav,Fart,/m/02_nn,1,0
12668,342444.wav,Fart,/m/02_nn,0,0
12669,404555.wav,Clapping,/m/0l15bq,1,0
12670,349826.wav,Fireworks,/m/0g6b5,0,0
12671,203482.wav,Piano,/m/05r5c,0,0
12672,187147.wav,Coin_(dropping),/m/0242l,1,0
12673,57503.wav,Squeak,/m/07q6cd_,0,0
12674,331919.wav,Glass,/m/039jq,0,0
12675,342591.wav,Bass_guitar,/m/018vs,0,0
12676,252534.wav,Piano,/m/05r5c,0,0
12677,415004.wav,Bass_guitar,/m/018vs,0,0
12678,104821.wav,Crash_cymbal,/m/0bm0k,0,0
12679,338413.wav,Slam,/m/07rjzl8,0,0
12680,173543.wav,Hi-hat,/m/03qtq,0,0
12681,71229.wav,Fart,/m/02_nn,0,0
12682,144218.wav,Slam,/m/07rjzl8,1,0
12683,37852.wav,Fart,/m/02_nn,0,0
12684,337439.wav,Fire,/m/02_41,0,0
12685,58254.wav,Wind,/m/03m9d0z,0,0
12686,159526.wav,Piano,/m/05r5c,0,0
12687,138775.wav,Hi-hat,/m/03qtq,0,0
12688,10412.wav,Tearing,/m/07qcx4z,0,0
12689,412041.wav,Writing,/m/081rb,0,0
12690,137672.wav,Hi-hat,/m/03qtq,0,0
12691,165345.wav,Wind,/m/03m9d0z,0,0
12692,29543.wav,Piano,/m/05r5c,0,0
12693,434250.wav,Fireworks,/m/0g6b5,0,0
12694,340583.wav,Crash_cymbal,/m/0bm0k,0,0
12695,331916.wav,Glass,/m/039jq,0,0
12696,104365.wav,Slam,/m/07rjzl8,0,0
12697,49486.wav,Wind,/m/03m9d0z,0,0
12698,74638.wav,Fart,/m/02_nn,0,0
12699,100940.wav,Engine,/m/02mk9,0,0
12700,36412.wav,Wind,/m/03m9d0z,0,0
12701,239811.wav,Bass_guitar,/m/018vs,0,0
12702,65480.wav,Glass,/m/039jq,0,0
12703,177881.wav,Writing,/m/081rb,1,0
12704,79006.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12705,263930.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12706,168413.wav,Crash_cymbal,/m/0bm0k,0,0
12707,61425.wav,Fart,/m/02_nn,0,0
12708,60769.wav,Coin_(dropping),/m/0242l,0,0
12709,419466.wav,Slam,/m/07rjzl8,0,0
12710,319629.wav,Coin_(dropping),/m/0242l,0,0
12711,268360.wav,Engine,/m/02mk9,0,0
12712,337049.wav,Coin_(dropping),/m/0242l,0,0
12713,352065.wav,Glass,/m/039jq,1,0
12714,149498.wav,Crash_cymbal,/m/0bm0k,0,0
12715,8999.wav,Piano,/m/05r5c,0,0
12716,327413.wav,Engine,/m/02mk9,0,0
12717,424750.wav,Slam,/m/07rjzl8,0,0
12718,65157.wav,Fart,/m/02_nn,0,0
12719,232739.wav,Engine,/m/02mk9,0,0
12720,429208.wav,Tearing,/m/07qcx4z,0,0
12721,104363.wav,Glass,/m/039jq,0,0
12722,368211.wav,Engine,/m/02mk9,0,0
12723,28650.wav,Rain,/m/06mb1,0,0
12724,93912.wav,Hi-hat,/m/03qtq,0,0
12725,236010.wav,Squeak,/m/07q6cd_,0,0
12726,393442.wav,Rain,/m/06mb1,0,0
12727,183027.wav,Acoustic_guitar,/m/042v_gx,0,0
12728,237692.wav,Fire,/m/02_41,0,1
12729,244541.wav,Bass_guitar,/m/018vs,0,0
12730,182908.wav,Wind,/m/03m9d0z,1,0
12731,257432.wav,Slam,/m/07rjzl8,0,0
12732,100932.wav,Engine,/m/02mk9,0,0
12733,335750.wav,Slam,/m/07rjzl8,0,0
12734,51145.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12735,278861.wav,Squeak,/m/07q6cd_,0,0
12736,390726.wav,Crash_cymbal,/m/0bm0k,0,0
12737,182915.wav,Wind,/m/03m9d0z,1,0
12738,186736.wav,Slam,/m/07rjzl8,0,0
12739,241954.wav,Slam,/m/07rjzl8,0,0
12740,85359.wav,Fart,/m/02_nn,0,1
12741,269933.wav,Crash_cymbal,/m/0bm0k,0,0
12742,406595.wav,Slam,/m/07rjzl8,0,0
12743,140514.wav,Hi-hat,/m/03qtq,0,0
12744,332543.wav,Rain,/m/06mb1,0,0
12745,425996.wav,Wind,/m/03m9d0z,0,0
12746,137560.wav,Hi-hat,/m/03qtq,0,0
12747,124061.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12748,335508.wav,Writing,/m/081rb,0,0
12749,140651.wav,Crash_cymbal,/m/0bm0k,0,0
12750,29831.wav,Piano,/m/05r5c,0,0
12751,183085.wav,Acoustic_guitar,/m/042v_gx,0,0
12752,342873.wav,Squeak,/m/07q6cd_,0,0
12753,150417.wav,Squeak,/m/07q6cd_,0,0
12754,203495.wav,Piano,/m/05r5c,0,0
12755,429051.wav,Wind,/m/03m9d0z,0,0
12756,378260.wav,Walk_or_footsteps,/m/07pbtc8,0,0
12757,191914.wav,Clapping,/m/0l15bq,0,0
12758,324623.wav,Fart,/m/02_nn,1,0
